Track,Race,RaceDate,PostTime,Gait,Purse,TCR,Condition,PP,Horse,Driver,Power,Pace,Speed,Class,AvgSpd,BestSpd,AvgCR,DaysSince,AvgFinalOdds_to1,AvgFinalOdds_DEC,AvgFinalOdds_Used,FormString,ITM_Pct,FP_Grit_Count,FP_Gain_Count,FP_OutsideBoard_Count,FP_Improve_Count,FP_FinishBonus_Sum,FP_PP_Dates_Used,FormPoints,AvgWinClass,MedianPurse10,AvgCR_10,MedianCR_10,ClassVsToday,EarlySpeedPoints,EarlySpeedStarts,EarlySpeedRating,PP_Power_Last,PostRTG_Fast,SourceXML,DriverRating,PowerPoints,PP_Pace2,PP_AvgCR2,PP_BestSpd2,PP_AvgSpd2,PP_Power2,PP_Bonus1,FieldStrength,DominantHorse,DominanceIndex,FieldStrength_Z,Pace_Z,AvgSpd_Z,BestSpd_Z,AvgCR_Z,Power_Z,DriverRating_Z,PostRTG_Fast_Z,EarlySpeedRating_Z,PostRTG_Z,Layoff_Tier,Layoff_Label,Rank_FormPoints,Rank_PowerPoints,Rank_AvgCR,Rank_BestSpd,Rank_EarlySpeed,Rank_Power,Rank_Speed,Rank_Pace,IndexValue,Horse_norm,ClosingGap,LayoffFlag,ImprovementFlag,ClosingRank,S1_TacticalSpeed,S2_PostTrip,S3_DriverITM,S4_UpCycle,S5_LI,LikelySecondScore,LikelySecondRank,LikelySecondTag
WBSB,8,2025-11-21,9:26 AM,TROT,10000.0,75.0,"NW $1,250 LAST 4 STARTS. AE: N/A $840 P/S IN 2025 (MIN 10 STARTS). AE: OPT. CLM. $12,500.",1,Wheelin N Stealin,"Ketros, George",71.9,72.1,67.0,69.0,67.0,70.0,69.0,7,13.03,14.03,"19.20,9.60,10.30",36341-8X7X67-3,40.0,0,1,0,1,1,"2025-11-14,2025-10-27,2025-10-20",3,67.0,8.8,69.3,68.0,-5.700000000000003,9,10,0.9,73.8,-1.0,wbs20251121hmpXML.xml,0.0,0,0,0,0,0,0,0,141.0,Head Of The Class,1.8000000000000018,-0.5642283121739206,1.6487966033140338,-0.5843487097907774,-0.7132467526968195,-0.7637626158259727,0.0253660190245481,-1.5320646925708532,-0.724568837309472,1.0116669893583758,-0.724568837309472,0.0,Fresh,5.0,4.0,6.0,6.0,2.0,4.0,6.0,1.0,2.0,WHEELIN N STEALIN,1.88,2UP,,3.0,2,1,2,1,0,6,3.0,
WBSB,8,2025-11-21,9:26 AM,TROT,10000.0,75.0,"NW $1,250 LAST 4 STARTS. AE: N/A $840 P/S IN 2025 (MIN 10 STARTS). AE: OPT. CLM. $12,500.",2,Irish Dreamer,"Henry, Travis J",68.9,70.8,65.0,70.0,65.0,68.0,70.0,7,44.88,45.88,"75.30,24.45,34.90",384-8458995,10.0,0,1,0,3,0,"2025-11-14,2025-11-07,2025-10-30",4,,9.3,69.7,68.5,-5.299999999999997,3,10,0.3,67.3,-1.0,wbs20251121hmpXML.xml,3.0,0,0,0,0,0,0,0,141.0,Head Of The Class,1.8000000000000018,-0.5642283121739206,-0.1754038939695784,-1.1686974195815547,-1.2838441548542752,-0.5091750772173151,-0.989274741957338,1.2963624321753373,-0.724568837309472,-0.6628163033727295,-0.724568837309472,0.0,Fresh,3.0,4.0,5.0,8.0,6.0,7.0,7.0,5.0,6.0,IRISH DREAMER,0.0,,,1.0,1,2,2,0,0,5,4.0,
WBSB,8,2025-11-21,9:26 AM,TROT,10000.0,75.0,"NW $1,250 LAST 4 STARTS. AE: N/A $840 P/S IN 2025 (MIN 10 STARTS). AE: OPT. CLM. $12,500.",3,Code Switch,"Ratchford, Todd",68.4,70.7,68.0,68.0,68.0,73.0,68.0,7,16.98,17.98,"35.00,10.70,5.25",16-455-37-8X85,20.0,0,1,0,1,0,"2025-11-06,2025-10-29,2025-05-03",2,67.0,9.5,67.8,67.0,-7.200000000000003,1,10,0.1,70.1,-1.0,wbs20251121hmpXML.xml,1.0,0,0,0,0,0,0,0,141.0,Head Of The Class,1.8000000000000018,-0.5642283121739206,-0.3157270091452333,-0.2921743548953887,0.1426493505393639,-1.0183501544346305,-1.158381535454319,-0.5892556509887896,-0.724568837309472,-1.2209774009497647,-0.724568837309472,0.0,Fresh,6.0,4.0,7.0,4.0,8.0,8.0,5.0,6.0,2.0,CODE SWITCH,1.74,3UP,,2.0,1,2,2,2,0,7,2.0,
WBSB,8,2025-11-21,9:26 AM,TROT,10000.0,75.0,"NW $1,250 LAST 4 STARTS. AE: N/A $840 P/S IN 2025 (MIN 10 STARTS). AE: OPT. CLM. $12,500.",4,Donatover,"Borth, Tyler J",73.2,70.9,73.0,73.0,73.0,77.0,73.0,7,12.32,13.32,"31.05,4.85,1.05",38256261410,45.0,0,2,0,3,3,"2025-11-14,2025-11-07,2025-10-30",8,73.33,9.0,73.2,73.5,-1.7999999999999972,8,10,0.8,72.7,0.0,wbs20251121hmpXML.xml,2.0,2,0,0,2,0,0,0,141.0,Head Of The Class,1.8000000000000018,-0.5642283121739206,-0.0350807787939037,1.1686974195815547,1.2838441548542752,0.2545875386086575,0.4650436821166978,0.3535533905932738,-0.0805076485899413,0.7325864405698584,-0.0805076485899413,0.0,Fresh,1.0,2.0,4.0,1.0,3.0,3.0,2.0,4.0,12.0,DONATOVER,10.0,,,8.0,1,2,2,0,0,5,4.0,
WBSB,8,2025-11-21,9:26 AM,TROT,10000.0,75.0,"NW $1,250 LAST 4 STARTS. AE: N/A $840 P/S IN 2025 (MIN 10 STARTS). AE: OPT. CLM. $12,500.",5,Pillow Thief,"Macdonald, James A",71.0,71.6,65.0,68.0,65.0,69.0,68.0,9,25.18,26.18,"7.90,20.15,47.50",8-461-1X644-56,20.0,0,2,0,2,0,"2025-11-12,2025-11-03,2025-10-16",4,66.5,8.0,67.9,67.0,-7.099999999999994,2,10,0.2,67.2,2.0,wbs20251121hmpXML.xml,1.0,0,0,0,0,0,0,0,141.0,Head Of The Class,1.8000000000000018,-0.5642283121739206,0.94718102743572,-1.1686974195815547,-0.9985454537755472,-1.0183501544346305,-0.2790262092700196,-0.5892556509887896,1.20761472884912,-0.941896852161247,1.20761472884912,1.0,Recent,3.0,4.0,7.0,7.0,7.0,5.0,7.0,2.0,7.0,PILLOW THIEF,2.91,3UP,LI,7.0,0,2,2,2,2,8,1.0,LIKELY_SECOND
WBSB,8,2025-11-21,9:26 AM,TROT,10000.0,75.0,"NW $1,250 LAST 4 STARTS. AE: N/A $840 P/S IN 2025 (MIN 10 STARTS). AE: OPT. CLM. $12,500.",6,Head Of The Class,"Cullen, Travis A",77.5,71.2,74.0,79.0,74.0,76.0,79.0,8,1.85,2.85,"1.65,1.90,2.00",3326395-729,50.0,0,0,0,0,2,"2025-11-13,2025-11-07,2025-10-30",2,76.5,12.0,78.6,79.5,3.5999999999999943,4,10,0.4,74.4,3.0,wbs20251121hmpXML.xml,3.0,5,0,2,0,0,2,1,141.0,Head Of The Class,1.8000000000000018,-0.5642283121739206,0.3858885667330806,1.4608717744769433,0.9985454537755472,1.782112770260603,1.9193621061907336,1.2963624321753373,1.8516759175686504,-0.3837357545842118,1.8516759175686504,0.0,Fresh,6.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,13.0,HEAD OF THE CLASS,2.3,,LI,4.0,0,1,2,0,2,5,4.0,
WBSB,8,2025-11-21,9:26 AM,TROT,10000.0,75.0,"NW $1,250 LAST 4 STARTS. AE: N/A $840 P/S IN 2025 (MIN 10 STARTS). AE: OPT. CLM. $12,500.",7,Twin B Archie,"Davis, Billy J",73.6,70.2,69.0,75.0,69.0,71.0,75.0,32,45.78,46.78,"31.70,40.35,65.30",8-55673105-79,18.0,0,0,0,1,0,"2025-10-20,2025-10-07,2025-09-22",1,,9.0,75.0,74.0,0.0,11,10,1.1,74.5,0.0,wbs20251121hmpXML.xml,2.0,2,0,2,0,0,0,0,141.0,Head Of The Class,1.8000000000000018,-0.5642283121739206,-1.0173425850235474,0.0,-0.4279480516180917,0.7637626158259727,0.6003291169142797,0.3535533905932738,-0.0805076485899413,1.569828086935411,-0.0805076485899413,2.0,Layoff,8.0,2.0,2.0,5.0,1.0,2.0,4.0,7.0,5.0,TWIN B ARCHIE,2.66,3UP,,5.0,1,0,2,2,0,5,4.0,
WBSB,8,2025-11-21,9:26 AM,TROT,10000.0,75.0,"NW $1,250 LAST 4 STARTS. AE: N/A $840 P/S IN 2025 (MIN 10 STARTS). AE: OPT. CLM. $12,500.",8,Lilys Lass,"Jones, Tyler S",70.1,69.9,71.0,74.0,71.0,76.0,74.0,11,36.18,37.18,"90.70,14.20,3.65",8-331187196,50.0,0,1,0,2,3,"2025-11-10,2025-11-03,2025-10-22",6,67.0,9.0,73.6,74.0,-1.4000000000000057,5,10,0.5,70.5,-1.0,wbs20251121hmpXML.xml,1.0,0,0,0,0,0,0,0,141.0,Head Of The Class,1.8000000000000018,-0.5642283121739206,-1.4383119305505316,0.5843487097907774,0.9985454537755472,0.5091750772173151,-0.5834184375645873,-0.5892556509887896,-0.724568837309472,-0.1046552057956943,-0.724568837309472,1.0,Recent,2.0,4.0,3.0,2.0,4.0,6.0,3.0,8.0,6.0,LILYS LASS,2.69,,,6.0,0,0,2,0,0,2,8.0,
WBSB,9,2025-11-21,9:49 AM,PACE,26000.0,82.0,"FILLIES & MARES, NW $12,000 LAST 4 STARTS OR NW $32,000 LAST 8 STARTS. AE: NW 6 RACES LIFETIME. AE: NW $50,000 IN 2025.",1,Shes Got It All,"Davis, Billy J",79.3,78.0,81.0,83.0,81.0,84.0,83.0,6,23.93,24.93,"36.40,17.35,18.05",6-515571466,20.0,0,0,0,2,0,"2025-11-15,2025-11-08,2025-10-31",2,81.0,26.0,83.0,83.5,1.0,8,10,0.8,79.3,-1.0,wbs20251121hmpXML.xml,2.0,4,0,2,2,0,0,0,161.66666666666669,Glenboro,1.033333333333336,1.3614832537575323,-0.0282256228828607,0.6269623282193952,0.5000000000000001,0.4423258684646913,-1.3172088108102016,0.1695158759052026,-0.761386987626881,-0.2246638288900481,-0.761386987626881,0.0,Fresh,6.0,4.0,3.0,2.0,3.0,6.0,2.0,4.0,7.0,SHES GOT IT ALL,10.0,,,6.0,1,1,2,0,0,4,6.0,
WBSB,9,2025-11-21,9:49 AM,PACE,26000.0,82.0,"FILLIES & MARES, NW $12,000 LAST 4 STARTS OR NW $32,000 LAST 8 STARTS. AE: NW 6 RACES LIFETIME. AE: NW $50,000 IN 2025.",2,Style For A Mile,"Jones, Tyler S",80.9,76.2,79.0,84.0,79.0,84.0,84.0,6,15.63,16.63,"19.70,26.35,0.85",422-69-4916-3,40.0,0,1,1,0,4,"2025-11-15,2025-10-31,2025-10-24",6,83.33,31.0,83.8,84.0,1.7999999999999972,3,10,0.3,82.5,-1.0,wbs20251121hmpXML.xml,1.0,5,0,2,2,0,0,1,161.66666666666669,Glenboro,1.033333333333336,1.3614832537575323,-1.552409258557424,-0.8777472595071619,0.5000000000000001,0.7372097807744856,-0.5414293884925333,-0.8475793795260129,-0.761386987626881,-1.187508809847398,-0.761386987626881,0.0,Fresh,2.0,3.0,1.0,2.0,6.0,4.0,4.0,6.0,11.0,STYLE FOR A MILE,0.0,2UP,,1.0,1,2,2,1,0,6,2.0,
WBSB,9,2025-11-21,9:49 AM,PACE,26000.0,82.0,"FILLIES & MARES, NW $12,000 LAST 4 STARTS OR NW $32,000 LAST 8 STARTS. AE: NW 6 RACES LIFETIME. AE: NW $50,000 IN 2025.",3,Outtathisworld Deo,"Mcnair, Douglas R",83.6,77.2,81.0,82.0,81.0,84.0,82.0,7,39.85,40.85,"0.90,14.25,104.40",213-3658832,60.0,0,1,0,1,3,"2025-11-14,2025-11-01,2025-10-25",5,79.0,87.12,81.7,81.0,-0.2999999999999971,7,10,0.7,84.5,-1.0,wbs20251121hmpXML.xml,3.0,6,0,2,2,0,2,0,161.66666666666669,Glenboro,1.033333333333336,1.3614832537575323,-0.7056405720715542,0.6269623282193952,0.5000000000000001,0.1474419561548971,0.7676983866685195,1.1866111313364185,-0.761386987626881,-0.4172328250815182,-0.761386987626881,0.0,Fresh,5.0,2.0,4.0,2.0,4.0,2.0,2.0,5.0,13.0,OUTTATHISWORLD DEO,5.11,,,3.0,1,2,2,0,0,5,4.0,
WBSB,9,2025-11-21,9:49 AM,PACE,26000.0,82.0,"FILLIES & MARES, NW $12,000 LAST 4 STARTS OR NW $32,000 LAST 8 STARTS. AE: NW 6 RACES LIFETIME. AE: NW $50,000 IN 2025.",4,Avyanna,"Macdonald, James A",80.8,78.6,79.0,75.0,79.0,81.0,75.0,6,11.73,12.73,"3.35,1.10,30.75",111-214X3-114,80.0,0,3,1,3,6,"2025-11-15,2025-11-08,2025-11-01",13,73.71,12.5,74.5,72.5,-7.5,12,10,1.2,84.6,0.0,wbs20251121hmpXML.xml,1.0,0,0,0,0,0,0,0,161.66666666666669,Glenboro,1.033333333333336,1.3614832537575323,0.4798355890086563,-0.8777472595071619,-1.0000000000000002,-1.9167454300136624,-0.5899156023873914,-0.8475793795260129,-0.1903467469067202,0.5456121558758315,-0.1903467469067202,0.0,Fresh,1.0,6.0,6.0,5.0,2.0,5.0,4.0,3.0,14.0,AVYANNA,4.17,,,2.0,2,2,2,0,0,6,2.0,
WBSB,9,2025-11-21,9:49 AM,PACE,26000.0,82.0,"FILLIES & MARES, NW $12,000 LAST 4 STARTS OR NW $32,000 LAST 8 STARTS. AE: NW 6 RACES LIFETIME. AE: NW $50,000 IN 2025.",5,Glenboro,"Cullen, Travis A",84.9,79.5,82.0,84.0,82.0,85.0,84.0,6,2.12,3.12,"1.25,4.15,0.95",2338-556231,60.0,0,0,0,0,6,"2025-11-15,2025-11-08,2025-11-01",6,82.0,28.0,84.0,84.0,2.0,18,10,1.8,80.9,2.0,wbs20251121hmpXML.xml,3.0,8,0,2,2,2,2,0,161.66666666666669,Glenboro,1.033333333333336,1.3614832537575323,1.241927406845944,1.379317122082674,1.0000000000000002,0.7372097807744856,1.3980191673016271,1.1866111313364185,0.9517337345336012,1.7010261330246512,0.9517337345336012,0.0,Fresh,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,GLENBORO,5.96,,LI,5.0,1,2,2,0,2,7,1.0,LIKELY_SECOND
WBSB,9,2025-11-21,9:49 AM,PACE,26000.0,82.0,"FILLIES & MARES, NW $12,000 LAST 4 STARTS OR NW $32,000 LAST 8 STARTS. AE: NW 6 RACES LIFETIME. AE: NW $50,000 IN 2025.",6,Wicked N Single,"Henry, Trevor S",82.6,78.7,79.0,81.0,79.0,80.0,81.0,7,11.72,12.72,"15.20,19.20,0.75",3645583143,40.0,0,0,0,2,4,"2025-11-14,2025-11-08,2025-11-01",6,79.0,25.0,80.6,80.5,-1.4000000000000057,7,10,0.7,79.5,3.0,wbs20251121hmpXML.xml,1.0,2,0,0,0,0,2,0,161.66666666666669,Glenboro,1.033333333333336,1.3614832537575323,0.5645124576572506,-0.8777472595071619,-1.5000000000000004,-0.1474419561548971,0.2828362477199794,-0.8475793795260129,1.522773975253762,-0.4172328250815182,1.522773975253762,0.0,Fresh,2.0,5.0,5.0,6.0,4.0,3.0,4.0,2.0,12.0,WICKED N SINGLE,5.57,,LI,4.0,0,1,2,0,2,5,4.0,
